LoanID,Age,Income,LoanAmount,CreditScore,InterestRate,DTIRatio,Risk_Category,DefaultStatus,Income_Segment,Loan_Size_Category,Customer_Age_Group,Compliance_Status
GY0VKFDZON,59,135003.00,121490.00,552,2.36,0.67,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
L2BN792E9M,61,109471.00,10327.00,347,14.48,0.51,"High Risk",0,"High Income","Small Loan","Senior Customers",Compliant
Z9KDFOYV3T,41,93059.00,112026.00,413,18.55,0.45,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
T94W6YTVZJ,32,125786.00,239618.00,338,7.99,0.79,"High Risk",1,"High Income","Large Loan","Middle Age Customers","Policy Exception"
94VKUFC3MR,49,51396.00,84501.00,760,15.88,0.17,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
7W5MIEZ2BW,49,124296.00,120730.00,506,2.11,0.53,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
57CX89FWKM,41,62578.00,112054.00,740,21.07,0.60,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
M6UXZ003BD,58,117968.00,156263.00,583,17.65,0.23,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
NJEZ1ZGWB3,69,86549.00,135912.00,721,2.77,0.52,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
MTTYTITC6J,66,69939.00,193171.00,672,9.70,0.24,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
FSS0W8HEJJ,66,142442.00,229406.00,464,23.12,0.41,"Low Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
6Q9J4TEH24,69,142700.00,25379.00,494,4.33,0.66,"High Risk",0,"High Income","Small Loan","Senior Customers",Compliant
0JKVIXOD1N,29,38153.00,130923.00,470,4.67,0.38,"Low Risk",0,"Middle Income","Medium Loan","Young Customers","Policy Exception"
UNFE1WCC95,56,22082.00,61460.00,624,2.88,0.72,"Low Risk",0,"Low Income","Medium Loan","Senior Customers",Compliant
4M507PA1AJ,19,91000.00,60224.00,730,11.66,0.59,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
SA71L2XLZ2,20,101465.00,179673.00,366,24.03,0.60,"High Risk",1,"High Income","Large Loan","Young Customers","Policy Exception"
3WR67VJBBY,66,100328.00,141500.00,831,13.95,0.56,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
TBMI7SD09H,54,118126.00,211925.00,337,20.76,0.61,"High Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
N0WIU7YWOG,66,99582.00,128774.00,671,15.25,0.18,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
HOMRI5ZWJN,34,117943.00,231285.00,337,14.66,0.90,"High Risk",1,"High Income","Large Loan","Middle Age Customers","Policy Exception"
UHK74046UA,66,70357.00,54481.00,610,6.22,0.49,"Medium Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
IO1N5FGCMX,19,70339.00,168776.00,528,13.64,0.17,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
TD3H5506HU,19,67895.00,12136.00,308,8.46,0.72,"High Risk",0,"Middle Income","Small Loan","Young Customers",Compliant
SGRERRY2X1,45,55996.00,174034.00,742,14.13,0.56,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
F7VA6M2020,40,45622.00,115010.00,716,9.58,0.37,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
NND997EK0D,54,77280.00,194794.00,383,3.98,0.74,"High Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
KMIB8RSNMG,49,30010.00,67612.00,550,12.41,0.84,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
HZBMWBJOU9,50,56946.00,6451.00,645,6.98,0.10,"Low Risk",0,"Middle Income","Small Loan","Middle Age Customers",Compliant
2JR521RD87,18,139771.00,118684.00,401,5.43,0.13,"Low Risk",0,"High Income","Medium Loan","Young Customers","Policy Exception"
HP7CV18G5X,36,74307.00,66303.00,433,19.10,0.82,"High Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
GQUEEYR3RO,19,97219.00,189133.00,663,15.05,0.14,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
2MUHBYI7YY,61,26051.00,196898.00,367,23.65,0.89,"High Risk",0,"Low Income","Large Loan","Senior Customers","Policy Exception"
IXFXTJTXZO,43,65835.00,212489.00,650,3.88,0.22,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
75Y4RGIRH5,49,148568.00,110680.00,578,21.22,0.69,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
P3JHU21VK8,23,117261.00,214837.00,596,4.10,0.33,"Medium Risk",0,"High Income","Large Loan","Young Customers",Compliant
DWHBFMGFAS,49,39184.00,142572.00,533,9.43,0.35,"Medium Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
MVQQHG640L,21,90751.00,68033.00,419,8.73,0.39,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
33CUQMJVU2,28,15223.00,101750.00,593,24.41,0.13,"Low Risk",0,"Low Income","Medium Loan","Young Customers",Compliant
H2L9D20SWT,34,75449.00,214723.00,466,13.31,0.61,"High Risk",1,"High Income","Large Loan","Middle Age Customers","Policy Exception"
TFCEYQEDOZ,55,37451.00,43127.00,478,7.59,0.56,"High Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
RK0U8UC2F0,41,87219.00,169189.00,401,17.73,0.73,"High Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
SU2M43X56S,22,51990.00,119516.00,412,4.27,0.53,"High Risk",0,"Middle Income","Medium Loan","Young Customers","Policy Exception"
V55SRRDCV0,69,97532.00,199859.00,375,11.31,0.54,"High Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
50N5EPDP3C,51,84734.00,188838.00,655,7.85,0.77,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
ZTUHI6CYPN,23,74090.00,205698.00,571,16.93,0.62,"Low Risk",1,"High Income","Large Loan","Young Customers",Compliant
OFO0NGL3JH,39,138971.00,140639.00,666,23.26,0.86,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
8E1PRPFG2M,28,85129.00,180135.00,809,10.89,0.70,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
U6PDHQHG5M,65,41931.00,5769.00,849,7.70,0.68,"Low Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
B3HP1RXJD2,33,140328.00,69711.00,826,23.01,0.75,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
Z0ASQQ05HW,50,36135.00,185019.00,629,20.85,0.88,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
58XA8SA33N,26,19860.00,79822.00,788,14.71,0.43,"Low Risk",0,"Low Income","Medium Loan","Young Customers",Compliant
15O5S6PVTD,23,25382.00,143017.00,399,10.46,0.74,"High Risk",0,"Low Income","Medium Loan","Young Customers","Policy Exception"
V0QRIPQBZF,33,132284.00,178353.00,317,2.16,0.58,"High Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
UY6UL28N11,46,149269.00,112616.00,376,16.21,0.33,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
FZTU40EMDO,20,18625.00,58127.00,643,12.12,0.55,"Low Risk",1,"Low Income","Medium Loan","Young Customers",Compliant
4H3Z8AT19F,37,109407.00,141444.00,332,14.12,0.33,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
DGIFFYF59S,53,112739.00,79572.00,475,21.33,0.13,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
JR6FGLX96O,36,125253.00,99149.00,809,8.71,0.13,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
YNOFR9HOUA,43,135815.00,117606.00,382,12.82,0.50,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
03IJ9D5QLL,20,109299.00,237498.00,720,23.51,0.63,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
YUSOXYNZ8S,36,36766.00,238080.00,841,10.38,0.30,"Low Risk",1,"Middle Income","Large Loan","Middle Age Customers",Compliant
RVA3MZFPQA,37,110938.00,104428.00,352,12.90,0.84,"High Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
4P405KE31H,49,20550.00,195705.00,466,18.72,0.60,"High Risk",0,"Low Income","Large Loan","Middle Age Customers","Policy Exception"
4KO4LE1OWF,24,99820.00,100491.00,328,11.46,0.64,"High Risk",0,"High Income","Medium Loan","Young Customers","Policy Exception"
UQ3W3I5GCH,69,50325.00,194550.00,469,11.84,0.55,"High Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
7KDYZK40S5,58,90691.00,58855.00,614,14.19,0.61,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
VLNKDNKOM7,50,29876.00,203759.00,342,15.41,0.26,"Low Risk",0,"Low Income","Large Loan","Middle Age Customers","Policy Exception"
VRV15ZOM5H,57,120684.00,69420.00,642,5.60,0.17,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
US2AZ8WC6K,56,49119.00,138981.00,678,10.58,0.11,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
9RCV0EWLIA,35,127186.00,91246.00,806,6.69,0.73,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
QNWQWY4A8L,57,23764.00,78444.00,315,24.61,0.56,"High Risk",0,"Low Income","Medium Loan","Senior Customers",Compliant
4T9VELCA7Z,18,148711.00,221638.00,477,19.44,0.90,"High Risk",0,"High Income","Large Loan","Young Customers","Policy Exception"
WET49DIZL2,28,38051.00,210838.00,595,4.98,0.60,"Low Risk",0,"Middle Income","Large Loan","Young Customers",Compliant
UZUW6Q652D,45,146321.00,148088.00,304,18.69,0.50,"Low Risk",1,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
7RF5Y4XJY6,42,44991.00,63637.00,312,7.54,0.14,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
KH9NVRPWC7,67,27623.00,71510.00,680,17.82,0.67,"Low Risk",0,"Low Income","Medium Loan","Senior Customers",Compliant
67S6C7KRDL,40,58540.00,127266.00,476,15.66,0.33,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
4HCM96RL9M,48,51719.00,248465.00,339,9.41,0.46,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers","Policy Exception"
B79XUKEJEY,47,34638.00,136472.00,754,20.06,0.15,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
MV1EDKD8F2,59,49164.00,162916.00,530,15.52,0.57,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
UTY71M1X1F,52,139946.00,184340.00,499,19.53,0.36,"Low Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
RIWF6WCOK0,24,83151.00,234323.00,324,9.38,0.21,"Low Risk",0,"High Income","Large Loan","Young Customers","Policy Exception"
C9HJ0TLWH0,33,60484.00,116501.00,546,22.56,0.39,"Medium Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
CD49UF1ITV,43,56029.00,237121.00,518,22.24,0.38,"Medium Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
3QELBX3NIS,65,127576.00,205024.00,461,11.90,0.73,"High Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
L6KHAI5B84,69,16945.00,167105.00,396,5.78,0.87,"High Risk",0,"Low Income","Large Loan","Senior Customers","Policy Exception"
0N6Q6Z8IT5,66,126029.00,11864.00,787,10.72,0.76,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
UN4QK8ABJE,19,92790.00,52133.00,815,14.88,0.11,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
FOMH6E9WNI,18,94495.00,194108.00,626,18.03,0.21,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
1ARY4VJOSS,65,60298.00,97181.00,399,4.21,0.32,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
YC80M0Q6VF,29,21718.00,150488.00,816,7.83,0.21,"Low Risk",0,"Low Income","Large Loan","Young Customers",Compliant
FTBPDPK0XW,22,17957.00,64185.00,659,24.28,0.30,"Medium Risk",0,"Low Income","Medium Loan","Young Customers",Compliant
1FREX4V8KS,54,110964.00,63551.00,641,12.37,0.52,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
BN2C061O2L,49,22881.00,151191.00,823,12.17,0.48,"Low Risk",0,"Low Income","Large Loan","Middle Age Customers",Compliant
Z4I4FE6YJT,26,27633.00,130243.00,518,23.74,0.63,"Low Risk",0,"Low Income","Medium Loan","Young Customers",Compliant
ABQ83F1XM9,58,122515.00,180859.00,698,3.40,0.33,"Medium Risk",0,"High Income","Large Loan","Senior Customers",Compliant
57DZGY1KNU,52,129391.00,222103.00,402,2.92,0.80,"High Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
7J7WVP54KG,36,118282.00,106919.00,718,13.88,0.40,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
FDRMZIR7VN,65,30370.00,170883.00,648,9.49,0.67,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
6X4KN74CUM,33,100822.00,249620.00,592,7.93,0.69,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
4XCZD7SC31,20,143978.00,42768.00,559,12.47,0.69,"Low Risk",0,"High Income","Small Loan","Young Customers",Compliant
TLRE6XAPIG,37,98252.00,76613.00,586,21.60,0.74,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
810DQ8HV4Y,41,83488.00,73238.00,324,6.30,0.40,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
7YGZ56I3Q7,50,90093.00,124701.00,331,4.39,0.47,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
DSFBKFPF4A,41,147188.00,136447.00,517,7.01,0.38,"Medium Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
9ISJNC8I6T,69,109647.00,130258.00,644,8.12,0.50,"Medium Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
THL5P234XY,28,123690.00,163015.00,435,23.05,0.16,"Low Risk",0,"High Income","Large Loan","Young Customers","Policy Exception"
QJP0UMLML1,66,93229.00,196998.00,677,13.72,0.63,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
X6IA0SWSSS,25,111552.00,46936.00,777,7.28,0.14,"Low Risk",0,"High Income","Small Loan","Young Customers",Compliant
S33KHLZ8P1,53,133523.00,157184.00,569,19.32,0.10,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
QNCUACHK6D,55,138123.00,129240.00,773,17.53,0.84,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
NETCQSCB6K,57,50597.00,24961.00,399,24.80,0.34,"Low Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
QPTCLAMDFC,37,113145.00,74341.00,598,14.59,0.30,"Medium Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
GBV6T5PIEK,52,95299.00,81939.00,444,3.23,0.79,"High Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
VLISBA0W29,65,46626.00,140364.00,406,3.55,0.62,"High Risk",0,"Middle Income","Medium Loan","Senior Customers","Policy Exception"
98KYOHH8CF,42,75794.00,14788.00,552,10.96,0.63,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
OF97S6UIZS,52,125986.00,138424.00,745,14.46,0.88,"Low Risk",1,"High Income","Medium Loan","Senior Customers",Compliant
TBBK3G20PZ,42,33131.00,71783.00,422,13.99,0.84,"High Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
J5J91CEJ95,46,32886.00,86815.00,341,19.71,0.17,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
GNLPIB2439,35,110748.00,196239.00,379,21.51,0.26,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
H1X226XJUD,63,64784.00,123091.00,672,17.20,0.33,"Medium Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
NESELSF1WS,35,59929.00,182885.00,691,17.82,0.80,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
9UTAXWAVTA,19,126702.00,50493.00,589,17.21,0.21,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
0YB7KA6Z8G,52,40949.00,89073.00,371,3.69,0.66,"High Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
8FPIOAZAFS,33,80939.00,97406.00,715,16.61,0.86,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
6QIELUAMDC,58,19553.00,179459.00,364,2.72,0.78,"High Risk",0,"Low Income","Large Loan","Senior Customers","Policy Exception"
7DZDHKS1RQ,53,68103.00,121907.00,681,8.24,0.79,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
AXUBO85V9M,50,61012.00,146528.00,423,24.35,0.74,"High Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
9LQUUTAF6Q,21,83269.00,16848.00,747,7.24,0.74,"Low Risk",0,"High Income","Small Loan","Young Customers",Compliant
Q2L0W607RK,50,66861.00,119251.00,839,20.10,0.69,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
J7C6VENGA7,31,94001.00,186700.00,808,9.97,0.41,"Low Risk",1,"High Income","Large Loan","Middle Age Customers",Compliant
48501I4578,38,90026.00,85781.00,728,19.95,0.70,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
5IAUOSF3ZU,65,20013.00,227242.00,730,21.93,0.67,"Low Risk",0,"Low Income","Large Loan","Senior Customers",Compliant
J9J5PZE92M,37,116949.00,42529.00,662,23.12,0.16,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
8HGB121YYI,25,43470.00,188375.00,490,13.53,0.63,"High Risk",0,"Middle Income","Large Loan","Young Customers","Policy Exception"
Q1YMT4IWUY,24,64544.00,138247.00,839,14.52,0.31,"Low Risk",0,"Middle Income","Medium Loan","Young Customers",Compliant
LC9WVW2SDL,20,37722.00,220616.00,473,9.85,0.68,"High Risk",0,"Middle Income","Large Loan","Young Customers","Policy Exception"
DJDLSGD2YI,34,126552.00,174472.00,812,24.21,0.18,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
Q0HXEFJK17,50,147122.00,139900.00,832,6.21,0.61,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
Z64NH1LZXQ,65,96299.00,51752.00,455,15.43,0.87,"High Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
D1YUL3KAXH,29,76596.00,161843.00,374,19.31,0.21,"Low Risk",1,"High Income","Large Loan","Young Customers","Policy Exception"
AO53P0PCEZ,68,91446.00,65709.00,653,21.77,0.28,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
MW6NDAPMET,39,67640.00,17812.00,402,14.97,0.41,"Low Risk",0,"Middle Income","Small Loan","Middle Age Customers",Compliant
RIUAI581RD,39,135974.00,172423.00,518,13.47,0.39,"Medium Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
SE7MHSPO2X,63,103486.00,21859.00,676,8.22,0.73,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
JUW6YPEOVY,47,114729.00,152289.00,309,3.84,0.80,"High Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
VG1SKR3YP0,55,144351.00,153788.00,814,16.42,0.55,"Low Risk",1,"High Income","Large Loan","Senior Customers",Compliant
O9FR23AM59,55,137136.00,196226.00,695,19.07,0.45,"Medium Risk",0,"High Income","Large Loan","Senior Customers",Compliant
6MOD5DZRZA,62,82032.00,25481.00,465,4.79,0.62,"High Risk",0,"High Income","Small Loan","Senior Customers",Compliant
8AYY3APPJO,68,120816.00,49277.00,748,18.69,0.61,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
QPOXF3QGPS,25,138579.00,181181.00,535,5.48,0.17,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
UQ52ZMITZ5,44,123224.00,129392.00,617,6.27,0.59,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
X1GCPKHBBP,44,69372.00,182126.00,376,6.17,0.58,"High Risk",0,"Middle Income","Large Loan","Middle Age Customers","Policy Exception"
TVASVOLDIP,51,122296.00,187785.00,553,7.64,0.16,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
VQV9D7EKI1,38,37962.00,143441.00,679,17.12,0.30,"Medium Risk",1,"Middle Income","Medium Loan","Middle Age Customers",Compliant
U6881DFDAI,47,46335.00,240597.00,453,4.58,0.21,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers","Policy Exception"
MQL6CEIYV5,50,111010.00,220554.00,475,22.62,0.79,"High Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
Z4K8FVJTDW,45,109740.00,243284.00,711,9.63,0.55,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
DGIJHQ41BM,64,47552.00,212203.00,842,6.91,0.71,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
JLQY46QMF8,50,18906.00,194770.00,635,10.52,0.48,"Medium Risk",1,"Low Income","Large Loan","Middle Age Customers",Compliant
BLQBPDCVI7,22,28117.00,212209.00,695,22.09,0.15,"Low Risk",1,"Low Income","Large Loan","Young Customers",Compliant
0ECICJ8862,65,144737.00,114935.00,497,6.16,0.82,"High Risk",0,"High Income","Medium Loan","Senior Customers","Policy Exception"
3TNPUM9KIK,36,101388.00,219183.00,493,13.85,0.56,"High Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
J2KFQ3Z1QI,21,15954.00,103009.00,774,24.54,0.53,"Low Risk",0,"Low Income","Medium Loan","Young Customers",Compliant
IQ6UXN3X7W,52,80726.00,106098.00,477,9.76,0.49,"Low Risk",0,"High Income","Medium Loan","Senior Customers","Policy Exception"
IN5F1P7UYH,66,94405.00,99918.00,481,14.82,0.23,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
TGE9NEFFAJ,34,24764.00,161647.00,670,11.14,0.42,"Medium Risk",0,"Low Income","Large Loan","Middle Age Customers",Compliant
X0ZC1AALCC,61,99528.00,40005.00,374,7.11,0.53,"High Risk",0,"High Income","Small Loan","Senior Customers",Compliant
E4O8XT853B,45,66737.00,20903.00,413,10.26,0.80,"High Risk",1,"Middle Income","Small Loan","Middle Age Customers",Compliant
55QXQCYB9R,47,111570.00,105113.00,551,14.17,0.82,"Low Risk",1,"High Income","Medium Loan","Middle Age Customers",Compliant
0A8R85UWUK,46,21073.00,52020.00,773,5.07,0.20,"Low Risk",1,"Low Income","Medium Loan","Middle Age Customers",Compliant
WQCS32GG05,63,32500.00,224408.00,634,13.39,0.41,"Medium Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
PYW7XIKQTL,23,140592.00,152242.00,737,12.72,0.13,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
20GKG3HQOH,52,89505.00,80340.00,634,20.02,0.50,"Medium Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
FGNEEH9HCO,58,84901.00,120786.00,761,20.53,0.61,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
IEMKNQEA3E,54,33660.00,227356.00,782,2.64,0.55,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
65N27E7JX1,41,112529.00,145723.00,610,14.42,0.51,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
RCQEEZYJQB,46,54693.00,169555.00,513,4.31,0.19,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
NO2TOJP92Q,66,81801.00,6871.00,646,16.32,0.68,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
1FHSF641UG,63,141579.00,218850.00,360,7.12,0.31,"Low Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
IJXE26HG5E,48,93300.00,211605.00,456,10.35,0.32,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
JPFDPWL1WI,52,108825.00,245290.00,653,2.85,0.85,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
SFFFHRLQX8,50,80680.00,175937.00,732,14.50,0.38,"Low Risk",1,"High Income","Large Loan","Middle Age Customers",Compliant
ELAEGS1DV8,69,53557.00,239096.00,789,16.37,0.15,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
LDQN6ET1GR,38,149975.00,156294.00,611,13.90,0.56,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
2UWRLR5BN0,49,96778.00,68210.00,536,17.97,0.40,"Medium Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
WJEO3GG4TE,40,99026.00,123150.00,497,15.17,0.87,"High Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
RBGYQW2ZUP,50,33014.00,118574.00,344,19.84,0.84,"High Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
46RZKJH8HL,20,125194.00,154168.00,536,10.27,0.22,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
8K1LTEKDQR,35,73542.00,216167.00,405,16.54,0.38,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
QD624NO72X,42,96539.00,243212.00,837,2.25,0.83,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
BJI9WGPEL4,59,78631.00,16521.00,826,24.81,0.73,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
8TNR6U5NX5,48,95084.00,204381.00,723,23.45,0.32,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
TJ35Z2OW75,20,70614.00,112869.00,506,8.09,0.78,"Low Risk",1,"High Income","Medium Loan","Young Customers",Compliant
RPEK6XYY2E,57,70279.00,13832.00,379,7.92,0.23,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
NR7X7N3A1C,63,38176.00,52978.00,370,15.49,0.84,"High Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
FUNQ99ZWEZ,41,70467.00,49877.00,690,13.80,0.69,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
T54DFCFDI6,67,86990.00,98898.00,521,2.40,0.32,"Medium Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
38IW19HACO,49,97194.00,6756.00,479,10.20,0.22,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
76Y5ROCVK3,64,34681.00,90593.00,678,2.91,0.21,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
V1K4XN81WS,39,94038.00,166144.00,715,4.73,0.36,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
JBM5T33Q8E,40,96803.00,113636.00,739,10.26,0.31,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
9XL7EALXY1,19,66280.00,130725.00,495,18.09,0.66,"High Risk",0,"Middle Income","Medium Loan","Young Customers","Policy Exception"
87Y2Q8W9LI,44,117886.00,24397.00,679,4.64,0.64,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
2CM348DR8Y,59,62619.00,199692.00,414,16.92,0.61,"High Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
KSM4UQLRJG,19,37915.00,154326.00,325,2.49,0.74,"High Risk",0,"Middle Income","Large Loan","Young Customers","Policy Exception"
I0TZWM08O1,43,64266.00,219314.00,320,14.87,0.33,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers","Policy Exception"
